<<<<<<< HEAD
VIN,order_num,vendor_name,subtotal,purchase_order_number
1A8CMLRTUGR146952,3,Streethex,453.29999999999995,1A8CMLRTUGR146952-003
1C05IGNBBB6823554,1,Newex,332.15,1C05IGNBBB6823554-001
1C05IGNBBB6823554,2,Dontechi,42.72,1C05IGNBBB6823554-002
1GIQVMBR2A2798107,1,Scotfind,227.31,1GIQVMBR2A2798107-001
1GIQVMBR2A2798107,2,Plusstrip,78.44,1GIQVMBR2A2798107-002
1GIQVMBR2A2798107,3,Donware,140.24,1GIQVMBR2A2798107-003
1GIQVMBR2A2798107,4,Scotfind,421.1,1GIQVMBR2A2798107-004
1HHB3PGRMMK153438,1,J-Texon,32.49,1HHB3PGRMMK153438-001
1HHB3PGRMMK153438,2,Ontomedia,34.38,1HHB3PGRMMK153438-002
1HHB3PGRMMK153438,3,Donware,32.8,1HHB3PGRMMK153438-003
1HHB3PGRMMK153438,4,Plusstrip,4.28,1HHB3PGRMMK153438-004
1JRH0ZBVOBE937509,1,Donware,97.45,1JRH0ZBVOBE937509-001
1M1GEHMECS1730055,1,J-Texon,18.7,1M1GEHMECS1730055-001
1P2ISJXQKIW025651,1,Isdom,166.38,1P2ISJXQKIW025651-001
1RMG763RUOZ482821,1,Scotfind,663.19,1RMG763RUOZ482821-001
1RMG763RUOZ482821,2,Bioholding,245.99,1RMG763RUOZ482821-002
1RMG763RUOZ482821,3,Bioholding,394.4699999999999,1RMG763RUOZ482821-003
1RMG763RUOZ482821,4,Stanredtax,249.32,1RMG763RUOZ482821-004
1U7J5TO2RMU974230,1,Bioholding,145.49,1U7J5TO2RMU974230-001
1V61QHRD20E210923,1,Scotfind,144.93,1V61QHRD20E210923-001
1V61QHRD20E210923,2,Bioholding,215.34,1V61QHRD20E210923-002
1V61QHRD20E210923,3,Doncon,98.65,1V61QHRD20E210923-003
1V61QHRD20E210923,4,Xx-zobam,68.27000000000001,1V61QHRD20E210923-004
2BEGOJVB21D198188,1,Rundofase,89.73,2BEGOJVB21D198188-001
2BEGOJVB21D198188,2,Newex,557.8499999999999,2BEGOJVB21D198188-002
2CB6WLH88NB344487,1,Xx-zobam,121.14,2CB6WLH88NB344487-001
2CB6WLH88NB344487,2,Xx-zobam,164.97,2CB6WLH88NB344487-002
2CB6WLH88NB344487,3,Scotfind,149.64,2CB6WLH88NB344487-003
2CB6WLH88NB344487,4,Rundofase,49.76,2CB6WLH88NB344487-004
2DHOH4P4672123749,1,Yearin,146.75,2DHOH4P4672123749-001
2DHOH4P4672123749,2,J-Texon,43.3,2DHOH4P4672123749-002
2DHOH4P4672123749,3,Doncon,90.38,2DHOH4P4672123749-003
2DHOH4P4672123749,4,Faxquote,201.61,2DHOH4P4672123749-004
2DHOH4P4672123749,5,Scotfind,219.01,2DHOH4P4672123749-005
2JUBCDLLXSB731848,1,Plusstrip,85.15,2JUBCDLLXSB731848-001
2JUBCDLLXSB731848,2,Green-Plus,188.81,2JUBCDLLXSB731848-002
2LUXDFJTYZA796766,1,J-Texon,188.82,2LUXDFJTYZA796766-001
2LUXDFJTYZA796766,2,Scotfind,328.37,2LUXDFJTYZA796766-002
2LUXDFJTYZA796766,3,Donquadtech,88.87,2LUXDFJTYZA796766-003
2MSC0A8PW8U686208,1,Konmatfix,239.51,2MSC0A8PW8U686208-001
2MSC0A8PW8U686208,2,Plusstrip,88.14,2MSC0A8PW8U686208-002
2MSC0A8PW8U686208,3,Plusstrip,170.14,2MSC0A8PW8U686208-003
2N45QQ7SMY3757149,1,Dontechi,54.61,2N45QQ7SMY3757149-001
2N45QQ7SMY3757149,2,Doncon,391.08000000000004,2N45QQ7SMY3757149-002
2N45QQ7SMY3757149,3,Faxquote,84.27,2N45QQ7SMY3757149-003
2N45QQ7SMY3757149,4,Isdom,172.26999999999998,2N45QQ7SMY3757149-004
2N45QQ7SMY3757149,5,Plusstrip,56.51,2N45QQ7SMY3757149-005
2Y1UCXYY50T192604,1,Xx-zobam,862.25,2Y1UCXYY50T192604-001
2Y1UCXYY50T192604,2,Scotfind,1178.06,2Y1UCXYY50T192604-002
2Y1UCXYY50T192604,3,Isdom,192.74,2Y1UCXYY50T192604-003
2Y1UCXYY50T192604,4,Isdom,689.52,2Y1UCXYY50T192604-004
2Y1UCXYY50T192604,5,Bioholding,322.33,2Y1UCXYY50T192604-005
2YHAF0V8512939431,1,Ontomedia,542.1,2YHAF0V8512939431-001
2YHAF0V8512939431,2,Isdom,50.29,2YHAF0V8512939431-002
2YTUEYSLDJG398062,1,Streethex,122.86000000000001,2YTUEYSLDJG398062-001
2YTUEYSLDJG398062,2,Scotfind,14.87,2YTUEYSLDJG398062-002
30YUJXKGY7I314746,1,J-Texon,3.91,30YUJXKGY7I314746-001
30YUJXKGY7I314746,2,Stanredtax,95.78,30YUJXKGY7I314746-002
30YUJXKGY7I314746,3,Doncon,157.20999999999998,30YUJXKGY7I314746-003
323F5QUAPKX190724,1,Doncon,53.17,323F5QUAPKX190724-001
323F5QUAPKX190724,2,Plusstrip,125.45,323F5QUAPKX190724-002
340C5KYKWVM715838,1,Stanredtax,240.57999999999998,340C5KYKWVM715838-001
3464CBUBJ3G311266,1,J-Texon,116.13,3464CBUBJ3G311266-001
3EAZYH5SPE8904041,1,Bioholding,181.23000000000002,3EAZYH5SPE8904041-001
3EAZYH5SPE8904041,2,Xx-zobam,674.33,3EAZYH5SPE8904041-002
3NED8CVSG6V494138,1,Yearin,259.5,3NED8CVSG6V494138-001
3NED8CVSG6V494138,2,Konmatfix,141.11,3NED8CVSG6V494138-002
3NED8CVSG6V494138,3,Rundofase,87.1,3NED8CVSG6V494138-003
3P0R7483FP1117876,1,Streethex,230.48,3P0R7483FP1117876-001
3P0R7483FP1117876,2,Yearin,25.85,3P0R7483FP1117876-002
3P0R7483FP1117876,3,Xx-zobam,98.21,3P0R7483FP1117876-003
3P0R7483FP1117876,4,Yearin,241.82,3P0R7483FP1117876-004
3P0R7483FP1117876,5,Newex,89.63,3P0R7483FP1117876-005
4BSRNVZZ2CQ691731,1,Newex,45.72,4BSRNVZZ2CQ691731-001
4BW4C1KL6TZ577336,1,J-Texon,166.37,4BW4C1KL6TZ577336-001
4BW4C1KL6TZ577336,2,Donquadtech,99.06,4BW4C1KL6TZ577336-002
4BW4C1KL6TZ577336,3,Ontomedia,156.76,4BW4C1KL6TZ577336-003
4BW4C1KL6TZ577336,4,Streethex,98.14,4BW4C1KL6TZ577336-004
4HVC60L66KI459720,1,Streethex,44.54,4HVC60L66KI459720-001
4HVC60L66KI459720,2,Dontechi,193.63,4HVC60L66KI459720-002
4QL2U7A4H4J019100,1,Faxquote,142.88,4QL2U7A4H4J019100-001
4QL2U7A4H4J019100,2,Doncon,100.25,4QL2U7A4H4J019100-002
4RJT1NOLXUG037441,1,Newex,10.4,4RJT1NOLXUG037441-001
4RJT1NOLXUG037441,2,Green-Plus,82.97999999999999,4RJT1NOLXUG037441-002
4RJT1NOLXUG037441,3,Green-Plus,173.62,4RJT1NOLXUG037441-003
4RJT1NOLXUG037441,4,Isdom,72.42,4RJT1NOLXUG037441-004
4TJ5T18OMFN710800,1,Xx-zobam,257.64,4TJ5T18OMFN710800-001
4TJ5T18OMFN710800,2,Doncon,342.36,4TJ5T18OMFN710800-002
4TJ5T18OMFN710800,3,Donware,250.34,4TJ5T18OMFN710800-003
55M41D1AGKW204016,1,Scotfind,104.91999999999999,55M41D1AGKW204016-001
55M41D1AGKW204016,2,Streethex,69.17,55M41D1AGKW204016-002
55M41D1AGKW204016,3,Bioholding,43.93,55M41D1AGKW204016-003
5DAWXIM4EAK735462,1,Faxquote,542.6899999999999,5DAWXIM4EAK735462-001
5DAWXIM4EAK735462,2,Dontechi,395.09000000000003,5DAWXIM4EAK735462-002
5DAWXIM4EAK735462,3,Faxquote,254.93,5DAWXIM4EAK735462-003
5IZQ0A8JNL8536828,1,Xx-zobam,86.71000000000001,5IZQ0A8JNL8536828-001
5IZQ0A8JNL8536828,2,Stanredtax,53.099999999999994,5IZQ0A8JNL8536828-002
5IZQ0A8JNL8536828,3,Yearin,60.25,5IZQ0A8JNL8536828-003
5IZQ0A8JNL8536828,4,Doncon,181.5,5IZQ0A8JNL8536828-004
5IZQ0A8JNL8536828,5,Streethex,302.09,5IZQ0A8JNL8536828-005
5JVO4MGJYXC563627,1,Donquadtech,83.03,5JVO4MGJYXC563627-001
5L5RPVESTIA976918,1,Isdom,24.81,5L5RPVESTIA976918-001
5L5RPVESTIA976918,2,Isdom,62.31,5L5RPVESTIA976918-002
5MS17EW23YR611242,1,Donware,50.45,5MS17EW23YR611242-001
5NFMDSJIMMB492412,1,Ontomedia,355.59000000000003,5NFMDSJIMMB492412-001
5NFMDSJIMMB492412,2,Xx-zobam,293.26,5NFMDSJIMMB492412-002
5NFMDSJIMMB492412,3,Rundofase,308.92,5NFMDSJIMMB492412-003
5NFMDSJIMMB492412,4,Plusstrip,288.82,5NFMDSJIMMB492412-004
5T3XYBUNB63008211,1,Stanredtax,170.82,5T3XYBUNB63008211-001
5T3XYBUNB63008211,2,Stanredtax,210.01,5T3XYBUNB63008211-002
5T3XYBUNB63008211,3,Scotfind,692.05,5T3XYBUNB63008211-003
5WKWALJ4EQU001163,1,Green-Plus,76.72,5WKWALJ4EQU001163-001
5WKWALJ4EQU001163,2,Green-Plus,15.97,5WKWALJ4EQU001163-002
5WKWALJ4EQU001163,3,Newex,72.75999999999999,5WKWALJ4EQU001163-003
6AZQDNCM3G6215989,1,Rundofase,30.33,6AZQDNCM3G6215989-001
6AZQDNCM3G6215989,2,Doncon,178.73000000000002,6AZQDNCM3G6215989-002
6AZQDNCM3G6215989,3,Dontechi,53.49,6AZQDNCM3G6215989-003
6AZQDNCM3G6215989,4,Green-Plus,76.48,6AZQDNCM3G6215989-004
6AZQDNCM3G6215989,5,Stanredtax,63.95,6AZQDNCM3G6215989-005
6LYU65SHD4H127612,1,Scotfind,100.64,6LYU65SHD4H127612-001
6WRD8C6784B120048,1,Dontechi,214.67999999999998,6WRD8C6784B120048-001
6WRD8C6784B120048,2,Isdom,109.65,6WRD8C6784B120048-002
6WRD8C6784B120048,3,Yearin,43.37,6WRD8C6784B120048-003
6WRD8C6784B120048,4,Xx-zobam,54.01,6WRD8C6784B120048-004
6ZG2Z4HYIKW532605,1,Bioholding,303.23,6ZG2Z4HYIKW532605-001
72OI8SLM4HN113041,1,Isdom,82.16,72OI8SLM4HN113041-001
72OI8SLM4HN113041,2,Faxquote,150.03,72OI8SLM4HN113041-002
72OI8SLM4HN113041,3,Stanredtax,40.05,72OI8SLM4HN113041-003
72SCGHC1RB4779672,1,Faxquote,39.120000000000005,72SCGHC1RB4779672-001
73HIEJVMY26464395,1,Rundofase,163.10000000000002,73HIEJVMY26464395-001
73HIEJVMY26464395,2,Plusstrip,140.78,73HIEJVMY26464395-002
7ZGFTG3CJWB276675,1,Plusstrip,151.68,7ZGFTG3CJWB276675-001
8CR4YKPMHVR077313,1,Plusstrip,5.9,8CR4YKPMHVR077313-001
8CR4YKPMHVR077313,2,Doncon,80.82,8CR4YKPMHVR077313-002
8FDAK0CPTWA122888,1,Faxquote,57.29,8FDAK0CPTWA122888-001
8FDAK0CPTWA122888,2,Dontechi,59.56,8FDAK0CPTWA122888-002
8JVUFKHA0TM075506,1,Ontomedia,193.43,8JVUFKHA0TM075506-001
8LPZZLYHF77014597,1,Konmatfix,292.16999999999996,8LPZZLYHF77014597-001
8LPZZLYHF77014597,2,Yearin,170.13,8LPZZLYHF77014597-002
8LPZZLYHF77014597,3,Ontomedia,288.71,8LPZZLYHF77014597-003
8SGNAEKKQ0B252643,1,Sumace,66.81,8SGNAEKKQ0B252643-001
8SGNAEKKQ0B252643,2,Sumace,42.800000000000004,8SGNAEKKQ0B252643-002
8U653RXUMZY984495,1,Stanredtax,261.08000000000004,8U653RXUMZY984495-001
8U653RXUMZY984495,2,Faxquote,95.29,8U653RXUMZY984495-002
8U653RXUMZY984495,3,Faxquote,110.82000000000001,8U653RXUMZY984495-003
8U653RXUMZY984495,4,Donware,238.47000000000003,8U653RXUMZY984495-004
8UU0VC3VENC905922,1,Donware,454.45000000000005,8UU0VC3VENC905922-001
8UU0VC3VENC905922,2,Ontomedia,231.48000000000002,8UU0VC3VENC905922-002
8UU0VC3VENC905922,3,Konmatfix,69.82,8UU0VC3VENC905922-003
8VGJ74SC8UK076966,1,Faxquote,309.56,8VGJ74SC8UK076966-001
8VGJ74SC8UK076966,2,J-Texon,228.49,8VGJ74SC8UK076966-002
8VGJ74SC8UK076966,3,Dontechi,23.21,8VGJ74SC8UK076966-003
8VGJ74SC8UK076966,4,Newex,15.239999999999998,8VGJ74SC8UK076966-004
8VGJ74SC8UK076966,5,Streethex,33.56,8VGJ74SC8UK076966-005
8W38A5ZZFKA123439,1,Newex,305.63,8W38A5ZZFKA123439-001
8W38A5ZZFKA123439,2,Ontomedia,255.62,8W38A5ZZFKA123439-002
8W38A5ZZFKA123439,3,Xx-zobam,258.06,8W38A5ZZFKA123439-003
8WLKEABOQM5965804,1,Newex,46.44,8WLKEABOQM5965804-001
8WLKEABOQM5965804,2,Ontomedia,94.52000000000001,8WLKEABOQM5965804-002
8WLKEABOQM5965804,3,Donware,124.17,8WLKEABOQM5965804-003
A1GTY6T551Q455502,1,Bioholding,52.89,A1GTY6T551Q455502-001
A1GTY6T551Q455502,2,Isdom,258.06,A1GTY6T551Q455502-002
A1GTY6T551Q455502,3,Sumace,103.83000000000001,A1GTY6T551Q455502-003
A1GTY6T551Q455502,4,Green-Plus,111.42,A1GTY6T551Q455502-004
A1S3JZU0RGM394036,1,Yearin,91.86999999999999,A1S3JZU0RGM394036-001
A58PSDYJWYD029917,1,Rundofase,79.43,A58PSDYJWYD029917-001
A58PSDYJWYD029917,2,Faxquote,41.029999999999994,A58PSDYJWYD029917-002
ANW7EMLQVI6782246,1,Scotfind,146.0,ANW7EMLQVI6782246-001
ANW7EMLQVI6782246,2,Rundofase,96.05,ANW7EMLQVI6782246-002
AOIDQU2ROYY946376,1,Green-Plus,173.14,AOIDQU2ROYY946376-001
AOIDQU2ROYY946376,2,Scotfind,333.66,AOIDQU2ROYY946376-002
B5Q25XY368S364688,1,Konmatfix,242.86,B5Q25XY368S364688-001
B5Q25XY368S364688,2,Donquadtech,408.63,B5Q25XY368S364688-002
B68KFH50SOO194215,1,Streethex,318.58,B68KFH50SOO194215-001
BCTZOAWQMHJ300759,1,Xx-zobam,557.8399999999999,BCTZOAWQMHJ300759-001
BCTZOAWQMHJ300759,2,Konmatfix,157.72000000000003,BCTZOAWQMHJ300759-002
BH6Z8Q8YUSV665327,1,Donquadtech,14.0,BH6Z8Q8YUSV665327-001
BH6Z8Q8YUSV665327,2,Rundofase,58.04,BH6Z8Q8YUSV665327-002
BKO2YY3HI56119138,1,Stanredtax,284.32,BKO2YY3HI56119138-001
BKO2YY3HI56119138,2,Newex,194.8,BKO2YY3HI56119138-002
BQ1P8TA2OBE090669,1,Green-Plus,36.17,BQ1P8TA2OBE090669-001
BQ1P8TA2OBE090669,2,Yearin,157.16000000000003,BQ1P8TA2OBE090669-002
BROAYF3JXYB733688,1,Konmatfix,18.1,BROAYF3JXYB733688-001
BROAYF3JXYB733688,2,Newex,60.0,BROAYF3JXYB733688-002
BV7ZLIZN0R2917777,1,Doncon,81.6,BV7ZLIZN0R2917777-001
BV7ZLIZN0R2917777,2,Donquadtech,138.47,BV7ZLIZN0R2917777-002
BV7ZLIZN0R2917777,3,Dontechi,684.15,BV7ZLIZN0R2917777-003
BV7ZLIZN0R2917777,4,Faxquote,51.17,BV7ZLIZN0R2917777-004
BW4Z2PQG761237438,1,Xx-zobam,291.22,BW4Z2PQG761237438-001
BYNUGAHZM1L977542,1,Sumace,65.69,BYNUGAHZM1L977542-001
BYNUGAHZM1L977542,2,Donquadtech,173.83,BYNUGAHZM1L977542-002
CXGQS7AZP6I329568,1,Donware,119.38,CXGQS7AZP6I329568-001
CXGQS7AZP6I329568,2,Plusstrip,25.89,CXGQS7AZP6I329568-002
D244CUCA1UX127908,1,Xx-zobam,84.55999999999999,D244CUCA1UX127908-001
D244CUCA1UX127908,2,Faxquote,129.57,D244CUCA1UX127908-002
DABGHKVUB2D696619,1,Isdom,99.69,DABGHKVUB2D696619-001
DBF5M62ODXK242204,1,Rundofase,26.24,DBF5M62ODXK242204-001
DBF5M62ODXK242204,2,Konmatfix,51.32,DBF5M62ODXK242204-002
DBF5M62ODXK242204,3,Isdom,403.15000000000003,DBF5M62ODXK242204-003
E5W8EPPWZS0896119,1,Donquadtech,1870.6799999999998,E5W8EPPWZS0896119-001
E5W8EPPWZS0896119,2,Stanredtax,847.8799999999999,E5W8EPPWZS0896119-002
E5W8EPPWZS0896119,3,Dontechi,207.89,E5W8EPPWZS0896119-003
EDH6BDC74XY589172,1,Doncon,94.91,EDH6BDC74XY589172-001
EDH6BDC74XY589172,2,Donquadtech,731.8199999999999,EDH6BDC74XY589172-002
EDH6BDC74XY589172,3,Donquadtech,70.83,EDH6BDC74XY589172-003
EJET1HMTOKB682315,1,Bioholding,40.46,EJET1HMTOKB682315-001
EJET1HMTOKB682315,2,Isdom,57.13,EJET1HMTOKB682315-002
EJET1HMTOKB682315,3,Xx-zobam,68.79,EJET1HMTOKB682315-003
ELA1OD0NP7S259553,1,Ontomedia,34.16,ELA1OD0NP7S259553-001
EQ22HWH3DG1475247,1,Plusstrip,114.03999999999999,EQ22HWH3DG1475247-001
EQ22HWH3DG1475247,2,Konmatfix,139.55,EQ22HWH3DG1475247-002
EUNRBUAUCXQ934676,1,Donquadtech,73.91,EUNRBUAUCXQ934676-001
EUNRBUAUCXQ934676,2,Scotfind,44.14,EUNRBUAUCXQ934676-002
EV4TH4BF5DQ470200,1,Donware,133.79,EV4TH4BF5DQ470200-001
EV4TH4BF5DQ470200,2,Sumace,96.95,EV4TH4BF5DQ470200-002
EWUO21O8D0P959813,1,Plusstrip,58.2,EWUO21O8D0P959813-001
EWUO21O8D0P959813,2,Donquadtech,108.19999999999999,EWUO21O8D0P959813-002
EWUO21O8D0P959813,3,Newex,105.65,EWUO21O8D0P959813-003
EWUO21O8D0P959813,4,Doncon,141.98000000000002,EWUO21O8D0P959813-004
EWUO21O8D0P959813,5,Green-Plus,143.8,EWUO21O8D0P959813-005
EX0DFWC3FLW639681,1,Ontomedia,68.78,EX0DFWC3FLW639681-001
EX0DFWC3FLW639681,2,Streethex,81.95,EX0DFWC3FLW639681-002
EX0DFWC3FLW639681,3,Faxquote,132.03,EX0DFWC3FLW639681-003
EX0DFWC3FLW639681,4,Doncon,464.13,EX0DFWC3FLW639681-004
EX0DFWC3FLW639681,5,Stanredtax,483.25,EX0DFWC3FLW639681-005
EYTJ0RTAAHK130156,1,Green-Plus,114.86,EYTJ0RTAAHK130156-001
EZ144Z2QAJC644839,1,Faxquote,23.28,EZ144Z2QAJC644839-001
EZ144Z2QAJC644839,2,J-Texon,2.66,EZ144Z2QAJC644839-002
EZ144Z2QAJC644839,3,Rundofase,142.76999999999998,EZ144Z2QAJC644839-003
EZ308PJB831681306,1,J-Texon,59.91,EZ308PJB831681306-001
F032TW1LYVD881430,1,Doncon,182.82,F032TW1LYVD881430-001
F032TW1LYVD881430,2,Plusstrip,348.26,F032TW1LYVD881430-002
F253TPAMQK3083569,1,Xx-zobam,129.6,F253TPAMQK3083569-001
F253TPAMQK3083569,2,Doncon,61.79,F253TPAMQK3083569-002
F42NYNK4BK3657449,1,Faxquote,60.89,F42NYNK4BK3657449-001
F42NYNK4BK3657449,2,Bioholding,169.95,F42NYNK4BK3657449-002
F42NYNK4BK3657449,3,Xx-zobam,160.77,F42NYNK4BK3657449-003
FA7LJ664E04088299,1,Faxquote,145.33,FA7LJ664E04088299-001
FA7LJ664E04088299,2,J-Texon,44.93000000000001,FA7LJ664E04088299-002
FA7LJ664E04088299,3,Donware,171.10999999999999,FA7LJ664E04088299-003
FAQ8F8F300A215860,1,Konmatfix,265.87,FAQ8F8F300A215860-001
FLACGVUE5FI388538,1,Donware,82.26,FLACGVUE5FI388538-001
FLACGVUE5FI388538,2,Donquadtech,57.51,FLACGVUE5FI388538-002
FLACGVUE5FI388538,3,J-Texon,66.15,FLACGVUE5FI388538-003
FLACGVUE5FI388538,4,Stanredtax,110.82000000000001,FLACGVUE5FI388538-004
FPJBMT3OOG8061158,1,Green-Plus,84.28999999999999,FPJBMT3OOG8061158-001
FPJBMT3OOG8061158,2,Rundofase,20.46,FPJBMT3OOG8061158-002
FPJBMT3OOG8061158,3,Stanredtax,61.95,FPJBMT3OOG8061158-003
FPJBMT3OOG8061158,4,Yearin,66.14,FPJBMT3OOG8061158-004
FPJBMT3OOG8061158,5,J-Texon,46.16,FPJBMT3OOG8061158-005
FXCJT6N4BUT928292,1,Green-Plus,81.96000000000001,FXCJT6N4BUT928292-001
FXCJT6N4BUT928292,2,Xx-zobam,63.24,FXCJT6N4BUT928292-002
FXR24KBAHFZ139993,1,Faxquote,98.86,FXR24KBAHFZ139993-001
GEW8SXH3TWS985107,1,Doncon,368.79,GEW8SXH3TWS985107-001
GEW8SXH3TWS985107,2,Rundofase,521.33,GEW8SXH3TWS985107-002
GEW8SXH3TWS985107,3,Xx-zobam,141.16,GEW8SXH3TWS985107-003
GEW8SXH3TWS985107,4,Dontechi,31.0,GEW8SXH3TWS985107-004
GHEDZEHRLGJ237205,1,Dontechi,19.31,GHEDZEHRLGJ237205-001
GHEDZEHRLGJ237205,2,Xx-zobam,248.41,GHEDZEHRLGJ237205-002
GHEDZEHRLGJ237205,3,Green-Plus,208.3,GHEDZEHRLGJ237205-003
GNJQGN3RWIT431179,1,Green-Plus,254.24,GNJQGN3RWIT431179-001
GTTYZXB3YJG754847,1,Yearin,619.1,GTTYZXB3YJG754847-001
GTTYZXB3YJG754847,2,J-Texon,657.2,GTTYZXB3YJG754847-002
GZ81MW85M47387080,1,J-Texon,244.76000000000002,GZ81MW85M47387080-001
HGHHV1IWCUX780355,1,Ontomedia,495.56000000000006,HGHHV1IWCUX780355-001
HGHHV1IWCUX780355,2,Stanredtax,322.75,HGHHV1IWCUX780355-002
HGHHV1IWCUX780355,3,Sumace,229.94,HGHHV1IWCUX780355-003
HGHHV1IWCUX780355,4,Isdom,600.8199999999999,HGHHV1IWCUX780355-004
HGHHV1IWCUX780355,5,Newex,235.95999999999998,HGHHV1IWCUX780355-005
HIEWYKOMDAK597903,1,Faxquote,83.58,HIEWYKOMDAK597903-001
HIEWYKOMDAK597903,2,Sumace,55.660000000000004,HIEWYKOMDAK597903-002
HIEWYKOMDAK597903,3,Sumace,230.57999999999998,HIEWYKOMDAK597903-003
HIEWYKOMDAK597903,4,Ontomedia,315.55999999999995,HIEWYKOMDAK597903-004
HJHFHI4TARG736468,1,Bioholding,245.64000000000001,HJHFHI4TARG736468-001
HJHFHI4TARG736468,2,Donware,18.99,HJHFHI4TARG736468-002
HJHFHI4TARG736468,3,Sumace,171.62,HJHFHI4TARG736468-003
HTIAUKNL6TA101731,1,Stanredtax,199.35,HTIAUKNL6TA101731-001
HXP0L3Y7NRP032607,1,Yearin,88.84,HXP0L3Y7NRP032607-001
HXP0L3Y7NRP032607,2,Ontomedia,130.27,HXP0L3Y7NRP032607-002
HXP0L3Y7NRP032607,3,Streethex,207.72000000000003,HXP0L3Y7NRP032607-003
HXP0L3Y7NRP032607,4,Konmatfix,64.77,HXP0L3Y7NRP032607-004
HXP0L3Y7NRP032607,5,Xx-zobam,60.42999999999999,HXP0L3Y7NRP032607-005
I2Y84J2JYUI249817,1,Green-Plus,11.45,I2Y84J2JYUI249817-001
I2Y84J2JYUI249817,2,Doncon,116.79000000000002,I2Y84J2JYUI249817-002
I2Y84J2JYUI249817,3,Yearin,61.15,I2Y84J2JYUI249817-003
I2Y84J2JYUI249817,4,Donquadtech,167.53,I2Y84J2JYUI249817-004
I4ZQBJWMKGO132368,1,Donware,65.11999999999999,I4ZQBJWMKGO132368-001
I4ZQBJWMKGO132368,2,Plusstrip,310.01,I4ZQBJWMKGO132368-002
I5E5PHXL5CF199096,1,Plusstrip,97.68,I5E5PHXL5CF199096-001
I5E5PHXL5CF199096,2,Bioholding,203.32,I5E5PHXL5CF199096-002
I7TC64WMFN3679469,1,Ontomedia,193.37,I7TC64WMFN3679469-001
I7TC64WMFN3679469,2,Ontomedia,161.58999999999997,I7TC64WMFN3679469-002
IHYW5EQH7SL835482,1,Rundofase,171.36,IHYW5EQH7SL835482-001
IO8AOWYKMLD518556,1,Dontechi,235.84,IO8AOWYKMLD518556-001
IQ73NEIBJNB403342,1,Dontechi,11.38,IQ73NEIBJNB403342-001
IQ73NEIBJNB403342,2,Scotfind,224.21,IQ73NEIBJNB403342-002
IQ73NEIBJNB403342,3,Yearin,104.25999999999999,IQ73NEIBJNB403342-003
IQ73NEIBJNB403342,4,Yearin,22.02,IQ73NEIBJNB403342-004
IQ73NEIBJNB403342,5,Isdom,34.09,IQ73NEIBJNB403342-005
IXZVB277TU2768773,1,Donware,132.36,IXZVB277TU2768773-001
